0,0,5.26E-13,8.01E-10,5.10E-08,6.58E-07,3.47E-06,1.07E-05,2.36E-05,0.000131823
0,0,3.99E-13,6.36E-10,4.17E-08,5.49E-07,2.94E-06,9.19E-06,2.04E-05,0.000116267
0,0,3.03E-13,5.04E-10,3.41E-08,4.58E-07,2.49E-06,7.86E-06,1.76E-05,0.000102474
0,0,2.30E-13,4.00E-10,2.78E-08,3.82E-07,2.11E-06,6.73E-06,1.52E-05,9.03E-05
0,0,1.74E-13,3.17E-10,2.27E-08,3.18E-07,1.78E-06,5.75E-06,1.31E-05,7.94E-05
0,0,1.32E-13,2.51E-10,1.86E-08,2.65E-07,1.51E-06,4.92E-06,1.13E-05,6.99E-05
0,0,1.00E-13,1.99E-10,1.51E-08,2.21E-07,1.27E-06,4.20E-06,9.70E-06,6.14E-05
0,0,7.63E-14,1.58E-10,1.24E-08,1.84E-07,1.08E-06,3.59E-06,8.34E-06,5.39E-05
0,0,5.80E-14,1.25E-10,1.01E-08,1.53E-07,9.09E-07,3.06E-06,7.18E-06,4.74E-05
0,0,4.41E-14,9.94E-11,8.22E-09,1.27E-07,7.67E-07,2.61E-06,6.17E-06,4.16E-05
0,0,3.35E-14,7.88E-11,6.71E-09,1.06E-07,6.47E-07,2.23E-06,5.30E-06,3.64E-05
0,0,2.54E-14,6.25E-11,5.47E-09,8.81E-08,5.46E-07,1.90E-06,4.56E-06,3.19E-05
0,0,1.93E-14,4.95E-11,4.46E-09,7.32E-08,4.60E-07,1.62E-06,3.91E-06,2.80E-05
0,0,1.47E-14,3.93E-11,3.63E-09,6.09E-08,3.88E-07,1.38E-06,3.36E-06,2.45E-05
0,0,1.12E-14,3.11E-11,2.96E-09,5.06E-08,3.27E-07,1.17E-06,2.88E-06,2.14E-05
0,0,8.55E-15,2.47E-11,2.41E-09,4.20E-08,2.75E-07,9.97E-07,2.47E-06,1.87E-05
0,0,6.44E-15,1.96E-11,1.97E-09,3.49E-08,2.32E-07,8.48E-07,2.12E-06,1.64E-05
0,0,5.00E-15,1.55E-11,1.60E-09,2.90E-08,1.95E-07,7.21E-07,1.81E-06,1.43E-05
0,0,3.66E-15,1.23E-11,1.31E-09,2.41E-08,1.64E-07,6.13E-07,1.55E-06,1.25E-05
0,0,2.89E-15,9.75E-12,1.06E-09,2.00E-08,1.38E-07,5.21E-07,1.33E-06,1.09E-05
0,0,2.22E-15,7.74E-12,8.66E-10,1.66E-08,1.16E-07,4.43E-07,1.14E-06,9.51E-06
0,0,1.67E-15,6.13E-12,7.05E-10,1.37E-08,9.78E-08,3.76E-07,9.73E-07,8.29E-06
0,0,1.22E-15,4.86E-12,5.74E-10,1.14E-08,8.22E-08,3.19E-07,8.32E-07,7.23E-06
0,0,9.99E-16,3.86E-12,4.68E-10,9.46E-09,6.91E-08,2.71E-07,7.11E-07,6.30E-06
0,0,7.77E-16,3.06E-12,3.81E-10,7.84E-09,5.81E-08,2.30E-07,6.08E-07,5.48E-06
0,0,5.55E-16,2.43E-12,3.10E-10,6.50E-09,4.88E-08,1.95E-07,5.19E-07,4.77E-06
0,0,3.33E-16,1.93E-12,2.52E-10,5.39E-09,4.10E-08,1.65E-07,4.44E-07,4.15E-06
0,0,3.33E-16,1.53E-12,2.05E-10,4.47E-09,3.44E-08,1.40E-07,3.79E-07,3.61E-06
0,0,3.33E-16,1.21E-12,1.67E-10,3.70E-09,2.89E-08,1.19E-07,3.23E-07,3.14E-06
0,0,1.11E-16,9.62E-13,1.36E-10,3.07E-09,2.42E-08,1.01E-07,2.76E-07,2.73E-06
0,0,2.22E-16,7.64E-13,1.11E-10,2.54E-09,2.03E-08,8.53E-08,2.35E-07,2.37E-06
0,0,1.11E-16,6.06E-13,9.02E-11,2.11E-09,1.71E-08,7.22E-08,2.01E-07,2.06E-06
0,0,0,4.81E-13,7.34E-11,1.75E-09,1.43E-08,6.12E-08,1.71E-07,1.79E-06
0,0,1.11E-16,3.82E-13,5.98E-11,1.45E-09,1.20E-08,5.18E-08,1.46E-07,1.55E-06
0,0,1.11E-16,3.03E-13,4.87E-11,1.20E-09,1.01E-08,4.38E-08,1.24E-07,1.35E-06
0,0,0,2.41E-13,3.96E-11,9.91E-10,8.45E-09,3.71E-08,1.06E-07,1.17E-06
0,0,0,1.91E-13,3.22E-11,8.21E-10,7.08E-09,3.14E-08,9.03E-08,1.01E-06
